Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2892,Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71
3354,Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6
3445,Tokimeki Memorial: Forever with You,PS,1995,Simulation,Konami Digital Entertainment,0,0,0.55,0.04,0.58
3522,Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
3680,Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
3987,Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,0.28,0.19,0,0.03,0.5
4167,WipEout,PS,1995,Action,Psygnosis,0.26,0.18,0,0.03,0.47
4305,Warhawk,PS,1995,Simulation,Sony Computer Entertainment,0.25,0.17,0,0.03,0.46
4375,Persona,PS,1995,Role-Playing,Atlus,0,0,0.42,0.03,0.45
4381,Mobile Suit Gundam,PS,1995,Action,Namco Bandai Games,0,0,0.42,0.03,0.45
5247,Boxer's Road,PS,1995,Fighting,New,0,0,0.33,0.02,0.36
5571,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0,0,0.3,0.02,0.33
5642,Extreme Pinball,PS,1995,Misc,Electronic Arts,0.18,0.12,0,0.02,0.32
5709,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
5844,Jumping Flash!,PS,1995,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3
6198,NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02,0.28
6401,Final Doom,PS,1995,Shooter,GT Interactive,0.15,0.1,0,0.02,0.27
6716,NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
6786,Panzer General,PS,1995,Strategy,Mindscape,0.14,0.09,0,0.02,0.24
6805,Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0,0,0.23,0.02,0.24
6924,PGA Tour 96,PS,1995,Sports,Electronic Arts,0.13,0.09,0,0.02,0.24
7104,The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
7683,Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0,0.01,0.2
7922,College Slam,PS,1995,Sports,Acclaim Entertainment,0.1,0.07,0,0.01,0.19
8237,Street Fighter: The Movie,PS,1995,Fighting,Acclaim Entertainment,0.1,0.07,0,0.01,0.17
8354,Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17
8394,Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0,0.01,0.17
8516,King's Field,PS,1995,Role-Playing,Sony Computer Entertainment,0.09,0.06,0,0.01,0.16
8627,FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16
8669,StarBlade α,PS,1995,Shooter,Sony Computer Entertainment,0,0,0.15,0.01,0.16
8989,Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,0.14,0.01,0.15
9164,Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
9209,Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0,0.01,0.14
9243,Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0,0,0.13,0.01,0.14
9258,In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
9367,Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.13,0.01,0.13
9462,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
9470,Disruptor,PS,1995,Shooter,Interplay,0.07,0.05,0,0.01,0.13
9538,Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13
9607,World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.07,0.05,0,0.01,0.13
9980,Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.11,0.01,0.12
10338,Victory Zone,PS,1995,Misc,Sony Computer Entertainment,0,0,0.1,0.01,0.11
10354,Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,0,0,0.1,0.01,0.11
10380,Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11
10406,Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11
10418,D,PS,1995,Adventure,Acclaim Entertainment,0,0,0.1,0.01,0.11
10497,Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.1
10514,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0,0,0.1,0.01,0.1
10539,Shellshock,PS,1995,Action,Core Design Ltd.,0.06,0.04,0,0.01,0.1
10877,X-COM: UFO Defense,PS,1995,Strategy,Microprose,0.05,0.04,0,0.01,0.09
10907,Shockwave Assault,PS,1995,Simulation,Electronic Arts,0.05,0.04,0,0.01,0.09
10972,Rapid Reload,PS,1995,Shooter,Sony Computer Entertainment,0,0,0.09,0.01,0.09
11065,Detana TwinBee Yahho! Deluxe Pack,PS,1995,Shooter,Konami Digital Entertainment,0,0,0.08,0.01,0.09
11239,Cyberia,PS,1995,Action,Interplay,0.05,0.03,0,0.01,0.09
11357,Blades of Blood: Samurai Shodown III,PS,1995,Fighting,Sony Computer Entertainment,0.05,0.03,0,0.01,0.08
11442,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,Crystal Dynamics,0.04,0.03,0,0.01,0.08
11530,Tempest 3X,PS,1995,Shooter,Interplay,0.04,0.03,0,0.01,0.08
11531,A-Train,PS,1995,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08
11587,Striker 96,PS,1995,Sports,Time Warner Interactive,0.04,0.03,0,0.01,0.08
11677,Krazy Ivan,PS,1995,Simulation,Psygnosis,0.04,0.03,0,0,0.08
11742,Myst,PS,1995,Adventure,Psygnosis,0,0,0.07,0,0.07
11796,Classic Road,PS,1995,Sports,Victor Interactive,0,0,0.07,0,0.07
11876,Viewpoint,PS,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07
12077,Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07
12127,DefCon 5,PS,1995,Shooter,Psygnosis,0.04,0.03,0,0,0.07
12348,Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0,0,0.06
12357,Star Fighter,PS,1995,Shooter,Telstar,0.04,0.02,0,0,0.06
12587,3D Lemmings,PS,1995,Puzzle,Psygnosis,0.03,0.02,0,0,0.06
12725,Zero Divide,PS,1995,Fighting,Ocean,0.03,0.02,0,0,0.06
12801,WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06
12921,Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,0.03,0.02,0,0,0.05
13090,Philosoma,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.05
13224,Johnny Bazookatone,PS,1995,Platform,U.S. Gold,0.03,0.02,0,0,0.05
13272,Zoop,PS,1995,Puzzle,MediaQuest,0.03,0.02,0,0,0.05
13333,Magic Carpet,PS,1995,Shooter,Electronic Arts,0.03,0.02,0,0,0.05
13460,Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0,0,0.04,0,0.04
13706,Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0,0,0.04
13804,Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0,0,0.04,0,0.04
13893,Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0,0,0.04,0,0.04
14229,Night Head: The Labyrinth,PS,1995,Adventure,Fuji,0,0,0.03,0,0.03
14526,Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0,0,0.03
14759,The Perfect Golf,PS,1995,Sports,Seta Corporation,0,0,0.03,0,0.03
14790,Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0,0,0.02,0,0.03
14907,Doki Oki,PS,1995,Adventure,Banpresto,0,0,0.02,0,0.03
15317,Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0,0,0.02
16557,Psychic Detective,PS,1995,Adventure,Electronic Arts,0.01,0,0,0,0.01
1569,Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27
2603,Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0,0,0.74,0.05,0.79
2636,Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0,0.05,0.78
3507,Theme Park,PS,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57
4390,NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0,0.03,0.45
5016,ESPN Extreme Games,PS,1994,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
5103,Kileak: The DNA Imperative,PS,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
5535,Parodius,PS,1994,Shooter,Konami Digital Entertainment,0,0,0.31,0.02,0.33
6643,A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0,0,0.24,0.02,0.25
7949,ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.01,0.19
10038,Primal Rage,PS,1994,Fighting,Time Warner Interactive,0.06,0.04,0,0.01,0.11
10091,Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,0,0,0.11,0.01,0.11
10356,Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
10674,Crime Crackers,PS,1994,Role-Playing,Sony Computer Entertainment,0,0,0.09,0.01,0.1
11441,King's Field (Japan),PS,1994,Role-Playing,From Software,0,0,0.08,0.01,0.08
12080,Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,0,0,0.06,0,0.07
12265,Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0,0,0.06
